,User_name,Review title,Review Rating,Review date,Review_body,Movie_name,Movie_ID
730,reetrockz,An extremely unnecessary movie,4,18 December 2020,"Anirban seems confused in most scenes as he switches between 1971 and present time. Mimi has forgotten dialogue delivery , the Gaaner Opare Mimi is lost forever.
This is the second unnecessary movie of Debaloy , first being Bidaay Byomkesh.
                
                    0 out of 9 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Dracula Sir,tt11963736
731,aniruddhabhattacharya,"A beautiful non linear,musical narrative.",1,31 December 2020,"I can proudly have my head high that I am a Bengali,and I am fortunate enough to have Bengali as my regional language.
This movie is a benchmark of the changing era in the Bengali Cinema!
Amazingly directed,shot,written and narrated.
Acting was a notch higher than what anyone can imagine!
Ending is not at all expecting no matter how hard someone tries to guess.
Music was so divulging and involving!
As a whole,it can be seen as the new age movie of our country where the viewer can be satisfied that we too have movie directors who can be compared to Hollywood movie making.
                
                    2 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Dracula Sir,tt11963736
732,orfiusroyneel,Great Film,1,26 December 2020,"The concept of the movie is very beautiful, it was good to see a movie with such a beautiful story
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Dracula Sir,tt11963736
733,arijhinku,Trying something new,6,31 May 2021,"This venture was somewhat new and had it's moments where the movie is worth appreciating. The drawbacks mainly being the mishandling of the non-linear screenplay and particularly the chemistry between the lead pair. The performances by every actor especially Anirban was spot on.This was an honest try marred by the incoherent storytelling and the moments between Anirban and Mimi.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Dracula Sir,tt11963736
734,avil-74786,We Don't deserve Such a good Movie .,9,27 October 2020,"Such a great movie . I found out that the movie consists of many inspirations drawn from other international movies but didn't copy any of them . The Storyline was genuine and so was the storytelling and unraveling the fact that not two but three stories are told in parallel and in the conclusion we find no conclusion at all . Outstanding character acting by Anirban . Also , the movie greatly protests against ""Indian Fascists"" in the form of a satire where the facists are portrayed as a form of the villain characters. Most of the audience were uncultured though because they were making out in the movie theater which was gross because the movie was great . Mimi was finally back to her roots which was a surprise because currently she has joined the fascist government . Overall I'd say that we don't deserve such a good movie .
                
                    13 out of 20 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Dracula Sir,tt11963736
735,senguptakalpadeep,The concept was too good.,1,21 September 2021,"The movie was excellent. Loved the performance of Anirban Bhattachrya !
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Dracula Sir,tt11963736
736,khanalve,The End is the story,8,28 December 2020,"A great great love and suspenseful story and brilliant acting by every actor amd actress..
                
                    2 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Dracula Sir,tt11963736
737,hoimeeiitkgp,Intellectual thriller,8,11 December 2020,"The movie has the depth of an arthouse movie, it is gripping as a thriller and will melt your heart if you are a romantic. The only flipside is the slow pace of the movie that builds towards the climax and midway a masala movie audience may get tired of waiting for the twist. The last 30 mins are wonderfully executed and leaves you in awe if not spellbound. For a thriller buff, this was a very entertaining movie to watch.
                
                    8 out of 10 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Dracula Sir,tt11963736
738,sonagar03,One of the best,1,26 October 2020,"Camera work, story telling, Direction, script, and Music were exceptional. I loved the way director has used the songs in the movie...
                
                    8 out of 10 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Dracula Sir,tt11963736
739,makaluaz,Too good to be true,1,13 December 2020,"To attempt making such a movie in Bengali film industry itself is a daring task. But to ace it with absolute perfection is another story altogether. The director did just that. It is not like the concept is new. But to connect it with a dark period of West Bengal and make it a period drama demands brilliance. Anirban dropped an Oscar level performance. The music was brilliant too.
                
                    7 out of 8 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Dracula Sir,tt11963736
740,animesh-ghose,One of the best work of Debaloy Bhattacaharjee,9,11 December 2020,"The film moves with the documentation of Nakshal movement in 1971 along with the Raktim's life in 2020. As an audience it was a bit difficult to relate these two parallel stories! However, the acting, cinematography and the music keep me in the seat to watch the full movie. The director revealed the story twist but the end scene is not clear or convince me.
The strength of this film is the acting of Mr Anirban, Ms Mimi and Mr Rudranil and the music along with the excellent cinematography! I just love this. Ny the way, the scripting was also good. The screenplay may not score A+ but it's still the best work of Mr Debaloy.
                
                    6 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Dracula Sir,tt11963736
741,fazlerabbi-59845,My Reaction O bhai maro mujhe maro,1,19 February 2020,"One word review o bhai maro mujhe maro...
It was an original story, but somehow the story of this movie is seen through the time travel of the Dhallywood industry. This story was written in 1900...
Although people call Shakib Khan the hero of the rickshaw puller , But Shakib deserves an Oscar. The movie will receive Oscar nominations and awards in a few categories
                
                    5 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",BIR,tt11760270
742,atikabdullaharafat,Dull plot and poor execution,1,29 February 2020,"There's a lot rumours about this film before Release, but while watching it gives me a really bad time 😑
                
                    6 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",BIR,tt11760270
743,najmulme,what am i saw that?,1,19 February 2020,"It am so dissatisfy to watch this.only waste of time and mony.
                
                    3 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",BIR,tt11760270
744,nazmulislam-92188,Bir movie is just wow....,1,20 November 2020,"This movie is one of the best movie of Dhallywood in 2020.This movies main plot is political situation. Story,cinematography, casting is very beautiful.
                
                    2 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",BIR,tt11760270
745,absarint,Just wow,1,10 May 2021,"I think shakib khan is best ever bangali superstar.
                
                    2 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",BIR,tt11760270
746,atikafridi,Superb,1,14 May 2021,"Its a Original story, not copy pest,with out action scene others sights of this film was fully Super. The King of Bangladeshi film industry Shakib Khan was Outstanding. Proud for Shakib Khan.
                
                    2 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",BIR,tt11760270
747,robeldiganta,Really great movie,1,15 February 2020,"Beer is really great movie. I watched it and pleasure me crying me and be aware me e
                
                    3 out of 11 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",BIR,tt11760270
748,amrita_shaw,Great Movie,1,10 February 2020,"Great Movie. Great Direction. Great Suspense.
New concept, go to with your family and friends. i'm a big fan of Soumitra da and Rituparna di and each & every actor are doing great.
Go with your family and friends.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Neem Phul,tt11690360
749,biyasdutta,Awesome Movie,1,10 February 2020,"Really Good Movie . Good Story line . New actress amrita is really good .Soumitra and Rituparna are good at their part of acting .. A good movie to watch with your family .
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Neem Phul,tt11690360
750,Ashim_Mondal,Great Storyline,1,10 February 2020,"Great movie to watch with your family . All actors are really good at their part of acting . Soumitra Sir and Rituparna Di are really Good as always But Debdut standout very well .
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Neem Phul,tt11690360
751,nilanjan_roy,very nice!,1,10 February 2020,"Fabulous cinematography with nice storyline. must watch film withfgamily. each actors are doing great!
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Neem Phul,tt11690360
752,aranika_2020,hilarious,1,10 February 2020,"The storyline was astonishing!!!! wonderful acting ! great film by great actors!!!!
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Neem Phul,tt11690360
753,tiya_99,awesome,9,10 February 2020,"Story was really good. i am big fan Soumitra sir. so it was really great to me.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Neem Phul,tt11690360
754,soumi_banerjee90,Best,1,10 February 2020,"I have to appreciate the director for the marvellous cinematography.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Neem Phul,tt11690360
755,neel_89076,good!,1,10 February 2020,"Well-directed. performance was excellent. must watch movie.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Neem Phul,tt11690360
756,kankana_1996,nice,8,10 February 2020,"It would be much better. but one thing i have to say, it is family movie!
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Neem Phul,tt11690360
757,rony_909967,amazing,1,10 February 2020,"Climax was best. cinematography was great. each actors are doing really great,.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Neem Phul,tt11690360
758,timir_ganguly,marvellous.,1,10 February 2020,"Climax scene was great in its way. soumitra sir is fabulous & rest are also perfect in their role.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Neem Phul,tt11690360
759,samrat_574896,refreshing!,1,10 February 2020,"What a mind refreshing movie! STORYLINE WAS FABULOUS. RITUPARNA , SOUMITRA SIR WAS REALLY GOOD!
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Neem Phul,tt11690360
760,swarnabha_dey20,nice,8,10 February 2020,"I will give it 8 out of 10. it really perfect movie & must watch too!
but i dont think it deserves 10 out of 10
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Neem Phul,tt11690360
761,sagar_2010,highly appreciated,1,10 February 2020,"I appreciate each and every actors. they doing really great. storyline was perfect just.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Neem Phul,tt11690360
762,brishti_sarkar9099,perfect,1,10 February 2020,"I spent my weekend by watching this movie. it was a perfect weekend ver with a great movie
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Neem Phul,tt11690360
763,priyangshu_roy1997,not bad!,6,10 February 2020,"Its not soo good at all. but its okay. they can do more better. i give just 6 out of 10.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Neem Phul,tt11690360
764,shruti_sinha,fantastic,1,10 February 2020,"What a fantastic movie!!! the newcomer amrita is doing great. her expression was tremendous.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Neem Phul,tt11690360
765,debasish_saha54,must watch movie.,1,10 February 2020,"Must watch film. in this era, the storylin ewas drastically realistic. fabulous. all shpuld watch this movie.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Neem Phul,tt11690360
766,dwiparna_11100,tremendous!,1,10 February 2020,"Fabulous movie at all... this is really appreciating. all of actor actress are doing their best!!
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Neem Phul,tt11690360
767,soumyashubra_98,very good,1,10 February 2020,"Movie was really good at all. kudos to soumitra sir. all actora act great. must watch movie i think!!!
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Neem Phul,tt11690360
768,souvik_sarkar1999,creative!,1,10 February 2020,"Really well. all actors gave their 100% , & its proved!!
i suggest everyone to watch this film.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Neem Phul,tt11690360
769,munmun_pandit66,extreme good!,1,10 February 2020,"Storyline was as great as cinematography. this movie can watch with family. climax was so pathetic. overall great film
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Neem Phul,tt11690360
770,debabrata_biswas199110,superb,1,10 February 2020,"It was just superb movie. i am big fan of soumitra sir. a must watch film it is!!!!!
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Neem Phul,tt11690360
771,SoumikBanerjee25,Had the potential to go further!,6,29 September 2020,"""Asur"" exhibits an Artist's wicked mind and prevalent stubbornness for his creations. Along the path, neatly capturing the essence of Bengalis' beloved ""Durga Puja"" which leads us to an inadequate cessation.Bengali films have come a long way.
A new era has brought countless talented individuals to this ever growing industry.
Being a Bengali myself, I'm proud of what they try to pursue in this venerable craft!Asur proves that!Made with sheer admiration for our culture, pulling deep strings within our practices, this sheds a light on our community for the global audience; who are unfamiliar with the traditions we highly possess.
The camera work was key to that.
Several scenic shots with some experimental ones as well; Pavel, the director has made sure to give his work of art a versatile treatment! With a comparatively grandeur scale, visuals are a treat indeed.
Alongside with a melodious soundtrack that appeases your mind. Fitting so well with the ambience. A noteworthy core group of performances kept an otherwise slower screenplay up. Speciai mention must go to Abir & Jeet, both of them uphold their roles respectively.Even with an abundance of positives, there are few flagrant errors. The usual cringe in the dialogues, at times bit too much corny for my taste! Pacing is inconsistent with huge dips in between. The relationships & the bond shown between our three leads left a large room for improvisation.
In conclusion, keeping aside these hindrances, it's a passionately made movie which defines our thousand years of culture. Albeit with the hidden potential, it should have gone further in terms of the narration.",Asur,tt11497480
772,ayonbhunia,Asur,5,26 September 2021,"This movie is worth a watch ! I am not a petdon who watches bengali movies tho i want to watch this and this has done excellent job ! The movie shows that the value of art and how people often don't recognize it !
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Asur,tt11497480
773,pritambag,Offbeat Apsara,8,23 April 2020,"A total 180° degree rotation from the mainstream. Offbeat, dark, intense format highlighting the culture, the artforms and typical human nature. One of the finest performance by Jeet and from the ensemble cast including Nusrat and Abir. Over the top music highlighted each and every artform in a new manner. I personally enjoyed it. And will highly recommend it.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Asur,tt11497480
774,jeetdutta-16586,Abir chatterjee 💥💥,6,12 April 2020,"Watch it for the screenplay and Abir's performance. Jeet is such a huge star but his acting is below average
                
                    6 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Asur,tt11497480
775,bijoyds20,Decent commercial Bengali Movie 🎥,6,11 June 2020,"Good performance by Jeet ,Abir and Nusrat
Poor CGI ,set and prosthetic
Decent music 🎧
Overall story of the Movie is fresh and new, can be watched without any hasitation
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Asur,tt11497480
776,sarkarsarbartha,Very bad execution,1,18 November 2020,"One & only highlights was jeet & Abir . Brilliantly portrayed . But nusrat was disgusting . Nice songs
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Asur,tt11497480
777,souvikriju,History Created,1,6 January 2020,"Best film of JEET. His acting in this film is beyond any boundary. Pavel as director is bang on ! The first Bengali film of this decade is a masterpiece. I am pretty sure this will be a CULT. ABIR & NUSRAT also were brilliant. Hats off. 👌
                
                    6 out of 10 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Asur,tt11497480
778,Dips3105,Asur can be watched once due to its storytelling.,7,20 April 2020,"The movie is worthy to be watched especially in this era of Bengali cinema where 80 to 90 percentage movies are the remake of South. The story is quite unique with a different kind of aspects of romance. A bit of thrilling moment is also there before the climax which makes the movie more exciting. Both Abir and Jeet have done some quiet fabulous acting. But specially Abir, he is outstanding on his job as much as he have done in any Byomkesh or Sona Da movie. He is just exceptional and does justice with his role. I just want to ask Jeet why he
is wasting his talent by doing the commercial larger than life movies. I think he doesn't know what he could be capable of. But only the minus point in the movie is Nusrat. She got a good character to showcase her talent but could not justify with her acting. She just faded away between the two male leads. I was expecting something more from her. The music is also good.
So overall the movie is worth to watch once.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Asur,tt11497480
779,Abdul_karim007,Wast of time,1,28 April 2020,"No logic.. no common sense, no story just bunch of high paid actors.. only good thing is Abir good performance
                
                    6 out of 12 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Asur,tt11497480
780,hemendradharjrt,Wonderful Bengali movie,1,17 June 2021,"Wonderful Bengali movie. Really i love this movie.all characters are really superb.acting is too much good 👍👍👍👍
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Asur,tt11497480
781,abhishek-sikderak,Amazing film with great story,1,21 December 2020,"Must watch movie. Nice character role play. Jeet , Abir , Nusrat everybody played great in this movie.Asur means a demon . but in our daily life there is a Asur in every story. Who is the Asur , for knowing this you have to watch the full movie.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Asur,tt11497480
782,raj-aich,Avoidable just like other Jeet movies.,1,14 January 2020,"Crap of a movie. Just what you expect from Jeet. Loud acting, lude dialogues and messiah complex of Jeet. Any saving grace is Abir's acting.
                
                    5 out of 15 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Asur,tt11497480
783,arijhinku,An offbeat Bengali commercial movie,8,11 June 2020,"A fitting tribute to the famous sculptor Sir Ramkinkar Baij. This movie is a relationship drama in the backdrop of the largest Durga idol of Deshbandhu park. The movie is a wonder to behold. Director Pavel builds the story carefully and intricately just to give an ending none expected. This is one of those movies which should have boasted of huge box office numbers, unfortunately it didn't happen due to the lack of audience who passionately watch Bangla Cinema. The movie has slight mistakes and loopholes but the tight screenplay and world class performances keep you engaged through out the film. This movie is a milestone in Bengali commercial cinema.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Asur,tt11497480
784,sushilrana-15848,Best movie presentation by Pavel,9,26 April 2020,"It's story about love, friendship and art culture. The lead character kinagi is a art professor , who deduct his life to art and scriptures. All artists does their job in a impressive way.
Hatts off to the story, screenplay and direction. Once again Bengali film industry present their unique master piece work in front of us.
A must watch for all ages people and it's worth watching.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Asur,tt11497480
785,narayansinghcharan,Ts an amazing must watch series by voot...,1,31 March 2020,"Guys its my suggestion to watch such type of thriller and suspense series... These types of series are required in india... Its an perfect combination of acting, best story and screenplay ... All in one .. must watch series... One word for it is - AMZING 😍😍
                
                    2 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Asur,tt11497480
786,pijuspanda,Good story & concept,9,14 April 2020,"The film story is very good.. i love this movie..
Watch it..Also jeet did great job..
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Asur,tt11497480
787,Poulami_Bhattacharjee,#MASTERPIECE_BRILLIANT_MOVIE,9,6 May 2020,"'Asur',really it is a kind of masterpiece . The script(though it has some flaws) keeps you engaged through out the movie.This movie is an epitome of bengali art and culture. And acting wise saying, Jeet has rediscovered himself as an actor, He reminds us about the mad artist Ramkinkar Baij, this is his best work till date, people who say he can't act should go and watch the film,And Nusrat too has given a stellar performance,and Aabir acting as a pro, not unusual for him! There were competition among these 3 that who will overshadow whom(acting wise)! And last but not the least the 'Background music', boy its just amazing, Bickram Ghosh has done an excellent job! The last seen with that BGM gave goosebumps really.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Asur,tt11497480
788,anishpaul-07393,Masterpiece,1,12 May 2020,"This is a masterpiece. Jeet gives us stunning performance. Abir and Nusrat also great. Direction, music, story, songs are superb! In one word FIRE🔥
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Asur,tt11497480
789,kamruzzaman70,Great!,1,12 April 2020,"After a long,Jeet has done really great.
Jeet should use his acting ability properly.Very few actors are so much talented as Jeet in Bengali film industry. Hope he will keep doing well.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Asur,tt11497480
790,amyamadan,A must watch movie,7,9 March 2020,"Asur',is a kind of masterpiece by Pavel after 'Rosogolla' . The script of the movie is such that it keeps you engaged throughout.This movie depicts a clear cut example of bengali art and culture. For people who say Jeet can't act should go and watch the film and Nusrat has also given a commendable performance.
                
                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Asur,tt11497480
791,aashaa,Powerful story line,1,13 April 2020,"A rare movie that has strong story line but protagonist is a weakness here.
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Asur,tt11497480
792,himadri-59896,An engaging movie.. worth watching,8,26 April 2020,"This movie is not something which we usually get from Jeet. I used to wonder that being one of the best actors in India, why Jeet does not come out from the traditional entertainment zone type of movies and create something big. Finally, this is big. This movie is engaging and at the same time its thought provoking. There are very few movies in Bengali which are made this big. All the actors did their job wonderfully... story line, direction, music, everything was superb. I rate it 8 out of 10 because I think there could be more focus on the character of Kigan (Jeet), in other words, it seemed to me that I wanted to know more about Kigan, wanted to know more aspects of his nature.
                
                    2 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Asur,tt11497480
793,babobablo,Incredible direction,8,19 April 2020,"Overall, this film very decent but somehow Jeet acting seem like poor otherwise not bad, the good things is it's a new thought and new experience I have seen for that thank you, Pavel, you proved how can made a tremendous film, I'm a big fan you yet, good job I'm waiting for your next project. However, music and every single song are extremely generous and Abir acting pretty good and impressive, finally, I would like to say it is an extraordinary movie in Kolkata film industry.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Asur,tt11497480
794,sourav-saha048,Very bad story and execution.,3,11 April 2020,"Had good expectations from this movie but totally disappointed. Very bad and feeble storyline, bad direction, it's a bad movie . Wasted talents like Abir.
                
                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Asur,tt11497480
795,subhajitwap,Jeet Best work till date,8,25 January 2020,"Great film . Jeet best work till date.
Excellent dialogue excellent screenplay.
Everyone done great job. After watching i can say pavel is a very good director.
Song of the film are outstanding.
                
                    4 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Asur,tt11497480
796,MandalBros-5,FINEST Bengali Film in last few years.,1,23 September 2021,"The best thing of Borunbabur Bondhu is its brilliant writing. Anik Datta is one of those directors who says so many things just with humour. After finishing the film I can say that the trailer was edited perfectly. BGM will definitely remind you of Ray's music.The movie has a great ensemble cast and loved every one of them, even loved the cameo of Tommy. Only I didn't like the child actor. Ending is quite predictable but this film is the truth of our society. Finally, this is one of the finest Bengali films in last few years.Available on Hoichoi.© MandalBros.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Borunbabur Bondhu,tt11497378
797,smkbsws,"""either is a bad film, or has a storyline which is soaking in melodrama""",2,16 November 2020,"It either is a bad film, or has a storyline which is soaking in melodrama (and colonial hangover for sure) so thick that it is soggy now, again and again since ""Ballygunge Court"", or better, from ""Bhalo Theko"". Somebody in a group mentioned it as a hybrid of ""Cinemawala"" (indica) and ""Basu Poribar"" (sativa), I can see why. Avik Mukhopadhyay could not save the movie with his beautiful efforts through lens. Even it was painful to see how the smart scene cutting choices taken by Arghyakamal Mitra was not used properly. One of the very few films to show all the seasons of a year in similarly boring way and now, even ""Meghnad Badh Rahasya"" seems cooler.
                
                    0 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Borunbabur Bondhu,tt11497378
798,suprabhattacharya,Soumitra is still here,8,5 March 2020,"Bonkubabur Bondhu is inspired from Romapodo Chowdhury's Chaad and the screenplay is penned by Utsav Mukherjee and Dutta himself.Anik Dutta to me is the most relevant director working in Tollywood.The trademarks of a typical Anik Dutta films are here,an ensemble cast with their own peculiarities sharing fair amount of screentimes too,the magic of storytelling introduces all the characters of the film in just first thirty minutes .We get to have a glimpse on every character in that short span of time, now the story moves to the upcoming events regarding the man in lead Soumitra Chatterjee(Borunbabu).
Borunbabu is an excessively idealistic man which sometimes affects his children and relatives ,neither he uses his influence (which he is said to have)to help anyone nor he uses the same for himself.He has a wooden perspective of the world but also enjoys a friendly relation with his grandson.He doesn't hesitate to be brutally honest about anything,his view of the world is like an essay writer rather than a poet.He doesn't expect his sons and daughters to be his old age life insurance ,not because they are opportunistic and insensitive but because he wants to live independently not relying on anyone's shoulders.These certain traits of his character has alienated him from his other family members living in the same house.
Everything changes when the newly appointed president of India who also happens to be his school friend decides to pay him a visit.The film is predictable from the very moment the news was heard.The film in order to immoratlise and make the character of Soumitra more idealistic make the rest of the characters as mere opportunists and vultures ready for the plunder.The film falls in the same area which I don't expect it to fall i.e generalizing the characters.
Dutta has intricately woven the borunbabu character with accuracy and precision ,and no one but Soumitra Chatterjee could play this role.He literally embraces the character with ease,effortless and enigmatic ,Soumitra Chatterjee is the lifeline of the film .On the contrast,Sukumar Babu 's(one of the very few friends of Borunbabu) character played by Paran Bandhopadhay is completely different -optimistic and hopeful,Soumitra and Paran shared an enjoyable chemistry .The other performances are good.Rittick Chakroborty has specially impressed whenever given chance,the cast has been loyal to the roles.The film also tactfully displayed the political inclinations of Anik Dutta in the most subtle way.The film tagged as ""Anik Dutta er onno chobi"" lacks the visual appeal of his previous works.The film tries to deliver a delivered message in the most ordinary way and doesn't count as a benchmark for the director.The film is no doubt a watchable film and nevertheless a good one too ,anyone can just watch it for Soumitra's gigantic performance .",Borunbabur Bondhu,tt11497378
799,samuisuman,Miss you Sir,8,7 October 2021,"A man with dignity and honesty never bothered about what others think. In today's world, this type of characters is rare, but I hope they are still present. Otherwise, our society will not survive. I personally believe that not only this reel life, he leaded this kind of personality in his real life as well.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Borunbabur Bondhu,tt11497378
800,subhasreeghosh,"A feel good movie, worth-watching",1,26 September 2021,"Such a simple story painted by brilliant actors and a great director. A heart-warming, refreshing and soul soothing film which will leave a smile on every Bengali's face. Give it a watch and you will not be disappointed at all.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Borunbabur Bondhu,tt11497378
801,bongolovernik,Worth of watching this movie,7,2 January 2021,"Please don't go for ratings or reviews before watching this flim.Excellently made by the captain of the ship, Anik Dutta. Story , direction, performance are superb. The LEGEND SOUMITRA CHATTERJEE'S outstanding performance will blow your mind and you will watch this flim with eyes but you will feel it with your heart.
                
                    4 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Borunbabur Bondhu,tt11497378
